Date,Open,Close,upperband,middleband,lowerband,dema,ema,ht_trendline,kama,ma,midpoint,midprice,sma,t3,tema,trima,wma,adx,apo,aroondown,aroonup,bop,cci,cmo,dx,mfi,minus_di,mom,plus_di,ppo,roc,rsi,slowk,slowd,fastk,fastd,trix,ultosc,willr,ad,obv,atr,trange,beta,correl,linearreg,stddev,tsf,var
2009-01-02,7.44250011444092,7.7024998664856,,,,,,,,,,,,,,,,,,,,0.7703694180045303,,,,,,,,,,,,,,,,,,4423119.03858361,5103600.0,,,,,,,,
2009-01-05,7.62750005722046,7.56750011444092,,,,,,,,,,,,,,,,,,,,-0.28235317877049776,,,,,,,,,,,,,,,,,,4052676.9673340926,-1194000.0,,0.23499965667725053,,,,,,
2009-01-06,7.62249994277954,7.50500011444092,,,,,,,,,,,,,,,,,,,,-0.46999931335448153,,,,,,,,,,,,,,,,,,2876870.088672192,-8542800.0,,0.25,,,,,,
2009-01-07,7.38250017166138,7.60500001907349,,,,,,,,,,,,,,,,,,,,0.6544110222262157,,,,,,,,,,,,,,,,,,8955458.6389759,-107200.0,,0.34000015258788974,,,,,,
2009-01-08,7.76749992370605,7.89499998092651,7.927047694151378,7.655000019073488,7.382952343995598,,,,,,,,,,,,,,,,,0.2562815515276495,,,,,,,,,,,,,,,,,,16993644.338076442,12292800.0,,0.4974999427795499,,,,0.13602383753894495,,0.018502484378821293
2009-01-09,7.92000007629395,7.5,7.905814244699034,7.614500045776367,7.3231858468537006,,,,,,,,,,,,,,,,,-0.7813956294207305,,,,,,,,,,,,,,,,,,10274230.745864097,3537200.0,,0.5374999046325701,0.5571589132563264,,,0.14565709946133343,,0.02121599062348878
2009-01-12,7.45749998092651,7.37750005722046,7.926151231726124,7.576500034332275,7.2268488369384265,,,,,,,,,,,,,,,,,-0.3298968261302868,,,,,,,,,,,,,9.701499972955576,41.54228572458798,,,,5718340.989120024,-5481600.0,,0.24249982833862038,0.4048653336449568,,,0.17482559869692446,,0.03056398995973808
2009-01-13,7.375,7.41249990463257,7.929905890181077,7.557999992370606,7.186094094560135,,,,,,,,,,,,,,,,,0.16304305009900075,,,,,,,,,,,,,14.925357200809794,17.537309537975705,,,,4614385.533999743,2982000.0,,0.23000001907348988,0.40334778126105886,,,0.18595294890523573,,0.034578499206553204
2009-01-14,7.40500020980835,7.31500005722046,7.912710519789032,7.5,7.087289480210968,,,,,,,,,,,,,,,,,-0.4285720773293503,,,,,,,,,,,10.85262563827535,23.31074030027968,7.931019741060682,10.85262563827535,,,,-448856.34955221415,-8210400.0,,0.21000003814697,0.41702341510774577,,,0.20635525989451584,,0.04258249328613317
2009-01-15,7.28249979019165,7.62249994277954,7.659121083692145,7.445499992370605,7.231878901049066,,,,,,,,,,,,,,,,,0.6384981907044908,,,,,,,,,,,24.632678213414238,17.674204463221766,51.04165769837223,24.632678213414238,,,,2943407.5391301303,710000.0,,0.5324997901916504,0.16888008856204959,,,0.10681054566076985,,0.0114084926643514
2009-01-16,7.72249984741211,7.71000003814697,7.7910951033879945,7.4875,7.183904896612005,,,,,,,,,,,,,,,,,-0.04545391492521051,,,,,,0.007500171661369848,,,0.09737321377965014,,48.13956872262492,27.874957524771503,85.44602872844186,48.13956872262492,,,,7722502.011972668,10819600.0,,0.2749996185302708,0.2029217200326718,,,0.15179755169399733,,0.023042496700291792
2009-01-20,7.67500019073486,7.38250017166138,7.79066879667163,7.488500022888184,7.186331249104738,,,,,,,,,,,,,,,,,-0.8666664782865942,,,,,,-0.18499994277954013,,,-2.444663891401977,,53.47712285941091,42.08312326515002,23.943682151418635,53.47712285941091,,,,1081791.7833593031,2886000.0,,0.3550000190734801,0.12571534238384297,,,0.1510843868917232,,0.022826491962447903
2009-01-21,7.5,7.75750017166138,7.911802190346238,7.5575000762939455,7.203197962241653,,,,,,,,,,,,,,,,,0.6776326769287194,,,,,,0.2525000572204599,,,3.3644244286499925,,67.91865199649318,56.51178119284301,94.36624510961903,67.91865199649318,,,,11061708.151061501,14378000.0,,0.3999996185302708,0.13193006563947896,,,0.1771510570261465,,0.031382497005481014
2009-01-22,7.63749980926514,7.82250022888184,7.964705880020329,7.659000110626222,7.353294341232115,,,,,,7.6050000190734846,7.618750095367435,,,,,,,,,,0.46835551531612585,136.39714938394596,,,,,0.2175002098083505,,,2.8599633039165795,,66.5573265867716,62.65103381422523,81.36205249927713,66.5573265867716,,,-21.99310732670975,14560789.90268376,24616000.0,,0.3949999809265199,0.11214073834827117,,7.603928702218194,0.15285288469705371,7.60700563808064,0.0233640043602108
2009-01-23,7.69500017166138,7.80249977111816,8.016993771224962,7.695000076293946,7.373006381362928,,,,,,7.6050000190734846,7.618750095367435,,,,,,,,64.28571428571429,28.571428571428573,0.4257408914680808,121.1817795769057,4.132228148095828,25.95149657601269,61.4134152161904,11.2114229231501,-0.0925002098083505,19.06987218677447,,-1.1716302727273087,52.06611407404791,83.54122424206956,72.67240094177811,74.8953751173125,83.54122424206956,,,-24.742311287179685,15323903.563639827,16052000.0,0.33946418762207087,0.2525000572204599,0.6939573766185608,,7.677071462358743,0.16099684746550877,7.690302230499599,0.025919984893832293
2009-01-26,7.81750011444092,7.90999984741211,8.101169225767364,7.735000038146974,7.368830850526583,,,,,,7.612499952316285,7.620000123977659,,,,,,,,57.142857142857146,100.0,0.41111009856759284,135.42836830331288,8.509025270810211,29.756975520780255,67.13235544161536,10.630127549317017,0.40999984741211026,19.636586129738095,,5.466664632161478,54.254512635405106,81.4508741537668,77.18314166086931,88.09519484471076,81.4508741537668,,,-10.274011526394252,18417210.674450666,25332000.0,0.33128816740853434,0.22499990463255948,0.9025188632841903,,7.755714280264718,0.1830845938101953,7.777280210138677,0.0335199684906442
2009-01-27,7.94250011444092,7.74249982833862,7.925253875539574,7.806999969482422,7.68874606342527,,,,,,7.612499952316285,7.620000123977659,,,,,,,,50.0,92.85714285714286,-0.8000011444091975,88.6924943485019,0.7878611594609869,26.64185560459023,66.81761083343282,10.7101559174179,0.3649997711181605,18.489481030018478,,4.947472291253052,50.393930579730494,73.78653830686868,79.59287890090168,58.369044958582755,73.78653830686868,,,-33.2192190191395,11510958.965465909,17658400.0,0.3254818697364962,0.25,0.478871488109245,,7.7725713866097585,0.05912695302857605,7.794120830493969,0.0034959965744434385
2009-01-28,7.86499977111816,7.75250005722046,7.9259832557517536,7.8059999465942385,7.686016637436723,,,,,,7.612499952316285,7.620000123977659,,,,,,,,42.85714285714286,85.71428571428572,-0.41284292898713,63.83696868063693,1.2396953640559936,19.43673156220479,57.834272180696864,11.671320425388172,0.34000015258788974,17.30297679891045,,4.586848660536247,50.619847682027995,64.02609619633522,73.08783621899023,45.614048785712086,64.02609619633522,,,-31.8493246875569,6943511.62752937,31882800.0,0.3216974531943872,0.27250003814697,0.7973297948005138,,7.799499974931993,0.05999165457875754,7.823571399018009,0.0035989986190969603
2009-01-29,7.71250009536743,7.53000020980835,7.995350440062317,7.747499942779541,7.499649445496765,,,,,,7.612499952316285,7.620000123977659,,,,,,,,35.714285714285715,78.57142857142857,-0.6886791604063086,-20.611753364665446,-8.720999351936545,3.375936859250251,49.62561457527529,15.1364021692931,0.21500015258788974,16.194100145113403,,2.9391681600284825,45.63950032403173,37.811951852110695,58.54152878510487,9.452761812037215,37.811951852110695,,,-62.32875504353254,437848.20635572355,21741600.0,0.31800477660382453,0.2699999809265101,1.0965957636209032,,7.806428595951624,0.12392524864138812,7.8355769482287725,0.01535746725082987
